"route_id","service_id","trip_id","trip_headsign","shape_id"
"34","HOLIDAY","509898","Марица","6656"
"34","HOLIDAY","509899","Марица","6656"
"34","HOLIDAY","509901","Марица","6656"
"34","HOLIDAY","509902","Марица","6656"
"34","HOLIDAY","509904","Марица","6656"
"34","HOLIDAY","509905","Марица","6656"
"34","HOLIDAY","509907","Марица","6656"
"34","HOLIDAY","509908","Марица","6656"
"34","HOLIDAY","509909","Марица","6656"
"34","HOLIDAY","509911","Марица","6656"
"34","HOLIDAY","509912","Марица","6656"
"34","HOLIDAY","509914","Марица","6656"
"34","HOLIDAY","509915","Марица","6656"
"34","HOLIDAY","509917","Марица","6656"
"34","HOLIDAY","509918","Марица","6656"
"34","HOLIDAY","509920","Марица","6656"
"34","HOLIDAY","509921","Марица","6656"
"34","HOLIDAY","509923","Марица","6656"
"34","HOLIDAY","509924","Марица","6656"
"34","HOLIDAY","509926","Марица","6656"
"34","HOLIDAY","509927","Марица","6656"
"34","HOLIDAY","509928","Марица","6656"
"34","HOLIDAY","509930","Марица","6656"
"34","HOLIDAY","509931","Марица","6656"
"34","HOLIDAY","509933","Марица","6656"
"34","HOLIDAY","509934","Марица","6656"
"34","HOLIDAY","509936","Марица","6656"
"34","HOLIDAY","509937","Марица","6656"
"34","HOLIDAY","509939","Марица","6656"
"34","HOLIDAY","509940","Марица","6656"
"34","HOLIDAY","509942","Марица","6656"
"34","HOLIDAY","509943","Марица","6656"
"34","HOLIDAY","509944","Марица","6656"
"34","HOLIDAY","509946","Марица","6656"
"34","HOLIDAY","509947","Марица","6656"
"34","HOLIDAY","509949","Марица","6656"
"34","HOLIDAY","509950","Марица","6656"
"34","HOLIDAY","509952","Марица","6656"
"34","HOLIDAY","509953","Марица","6656"
"34","HOLIDAY","509955","Марица","6656"
"34","HOLIDAY","509956","Марица","6656"
"34","HOLIDAY","509958","Марица","6656"
"34","HOLIDAY","509959","Марица","6656"
"34","HOLIDAY","509961","Марица","6656"
"34","HOLIDAY","509962","Марица","6656"
"34","HOLIDAY","509963","Марица","6656"
"34","HOLIDAY","509965","Марица","6656"
"34","HOLIDAY","509966","Марица","6656"
"34","HOLIDAY","509968","Марица","6656"
"34","HOLIDAY","509969","Марица","6656"
"34","HOLIDAY","509971","Марица","6656"
"34","HOLIDAY","509972","Марица","6656"
"34","HOLIDAY","509974","Марица","6656"
"34","HOLIDAY","509975","Марица","6656"
"34","HOLIDAY","509977","Марица","6656"
"34","HOLIDAY","509978","Марица","6656"
"34","HOLIDAY","509979","Марица","6656"
"34","HOLIDAY","509981","Марица","6656"
"34","HOLIDAY","509982","Марица","6656"
"34","HOLIDAY","509984","Марица","6656"
"34","HOLIDAY","509985","Марица","6656"
"34","HOLIDAY","509986","Прослав 1","6657"
